,Tweet,Followers,Friends,Num_tweets,Verified,Listed_count,Location,Age,Length,Num_users,Num_author_replies,TOXICITY_x,Num_toxic_direct_replies,Num_toxic_nested_replies,Num_author_toxic_replies,Num_toxic_replies,Toxic
28097,1439843397703921667,1227,123,1330,False,1,True,12,3,2,1,0.06896287,0.0,0.0,0.0,0.0,0
28098,1432173945063714817,3675,79,7333,False,4,False,1,2,2,0,0.0926474,0.0,0.0,0.0,0.0,0
28099,1427743749204029445,3263,477,14558,False,12,False,6,3,3,0,0.050573748,0.0,0.0,0.0,0.0,0
28100,1436149499307728902,2029,87,13844,False,9,False,5,2,2,0,0.2191003,0.0,0.0,0.0,0.0,0
28101,1440518068258566147,500,1038,20581,False,2,False,1,2,2,0,0.063027434,0.0,0.0,0.0,0.0,0
28102,1442954900174884869,1278,1836,19922,False,3,True,1,6,5,1,0.03357032,1.0,0.0,0.0,1.0,1
28103,1427744026036420608,36303,6856,30888,False,178,True,3,15,13,1,0.059727192,1.0,0.0,0.0,1.0,1
28104,1442957307705319427,44081,99,338,False,25,True,0,191,189,0,0.059232414,0.0,0.0,0.0,0.0,0
28105,1428873392715825153,243,1900,13667,False,11,True,12,3,2,1,0.17458448,0.0,0.0,0.0,0.0,0
28106,1433592911627579418,299,660,3313,False,1,True,5,2,2,0,0.08874765,0.0,0.0,0.0,0.0,0
28107,1441159285061263371,14794,134,1961,False,4,True,2,5,4,1,0.14950264,0.0,0.0,0.0,0.0,0
